proveedor,algoritmo,k_o_grupos,silueta_gower,davies_bouldin,calinski_harabasz,n_grupos,pct_ruido,ari_vs_modalidad,ari_vs_cuartil_presupuesto,entropia_tamanos,cobertura,base_aleatoria,base_modalidad,descalificado,motivos_descalificacion,segundos,notas
P2,Gaussian Mixture,8,0.1738879382610321,1.899595184812797,461.13044404452637,8,0.0,0.48391207054260227,0.022129617704741113,0.7628055003212534,100.0,-0.02786439098417759,0.08373367041349411,False,,0.1,"BIC=-297,394"
P2,Gaussian Mixture,9,0.2235434204339981,1.8720810140526614,432.03554110409925,9,0.0,0.4162917645358372,0.03647381301845317,0.7297153236280339,100.0,-0.037560585886240005,0.08373367041349411,False,,0.17,"BIC=-303,917"
P2,Gaussian Mixture,10,0.21378472447395325,1.8869214744893235,408.52727029820625,10,0.0,0.6007617328213444,0.026827224669753926,0.7806046121588953,100.0,-0.048949554562568665,0.08373367041349411,False,,0.14,"BIC=-321,199"
P3,K-Prototypes,3,0.5264270901679993,1.3786993915468813,776.2633248111234,3,0.0,-0.13208751302800206,0.00014579475755789205,0.531490246256561,100.0,-0.0035833853762596846,0.09585075825452805,False,,15.07,gamma=0.5000
P3,K-Prototypes,4,0.2214926779270172,1.50821253407337,763.3842385635019,4,0.0,-0.04240086488388694,0.216969891425349,0.8255162538698907,100.0,-0.022958189249038696,0.09585075825452805,False,,17.51,gamma=0.5000
P3,K-Prototypes,5,0.22515852749347687,1.342568660670136,806.2881472817693,5,0.0,-0.05377190760366105,0.205918463080104,0.7941566990006149,100.0,-0.025863558053970337,0.09585075825452805,False,,14.51,gamma=0.5000
P3,K-Prototypes,6,0.21452346444129944,1.218577622855698,822.639836767218,6,0.0,-0.01707311616649135,0.21554708716338802,0.8499038977432936,100.0,-0.022371962666511536,0.09585075825452805,False,,14.58,gamma=0.5000
P3,K-Prototypes,7,0.24724406003952026,1.1076609803138744,883.9560323175936,7,0.0,-0.02418518790962152,0.19543039720211544,0.8506190482220677,100.0,-0.04431762173771858,0.09585075825452805,False,,16.06,gamma=0.5000
P3,K-Prototypes,8,0.2088046818971634,1.2244344053955565,830.3149533975147,8,0.0,0.0027273349622046663,0.2145539481713701,0.9016080812570515,100.0,-0.025857701897621155,0.09585075825452805,False,,16.69,gamma=0.5000
P3,K-Prototypes,9,0.26987016201019287,1.0934679979730038,799.0187784322954,9,0.0,-0.03003044461002229,0.1944942925738766,0.784788114374516,100.0,-0.024579111486673355,0.09585075825452805,False,,18.24,gamma=0.5000
P3,K-Prototypes,10,0.2322210967540741,1.1880352428968222,783.2791923030221,10,0.0,-0.00304411014996231,0.21526864944335028,0.8442114578519696,100.0,-0.04950490966439247,0.09585075825452805,False,,20.25,gamma=0.5000
P3,K-Means,3,0.23080740869045258,1.6487098082026497,744.7183307484996,3,0.0,-0.007095857577228477,0.22687099890073578,0.9336817895530205,100.0,-0.0035833853762596846,0.09585075825452805,False,,0.06,
P3,K-Means,4,0.2232300192117691,1.5411833506721209,755.7775580340517,4,0.0,-0.03241250482844186,0.21475098874497586,0.8543984206596049,100.0,-0.022958189249038696,0.09585075825452805,False,,0.04,
P3,K-Means,5,0.1898084282875061,1.2789111602116419,796.5545305996537,5,0.0,-0.043108921429731606,0.2213855242093642,0.7392796259440174,100.0,-0.025863558053970337,0.09585075825452805,False,,0.04,
P3,K-Means,6,0.22007979452610016,1.1698723223193692,825.3037757717786,6,0.0,-0.060375411798689174,0.20837612992136803,0.7504662236152152,100.0,-0.022371962666511536,0.09585075825452805,False,,0.04,
P3,K-Means,7,0.2527807950973511,1.1072498584436101,885.3104411834851,7,0.0,-0.01501084310628105,0.19258441061010056,0.8485173804579763,100.0,-0.04431762173771858,0.09585075825452805,False,,0.04,
P3,K-Means,8,0.2535373270511627,1.0518082393427604,844.8306202627249,8,0.0,-0.01818499245640181,0.19279410131654587,0.8093098046437008,100.0,-0.025857701897621155,0.09585075825452805,False,,0.04,
P3,K-Means,9,0.27450528740882874,1.0913034077556258,800.4305805559992,9,0.0,-0.021717199561362588,0.19830143879183273,0.7833863276248676,100.0,-0.024579111486673355,0.09585075825452805,False,,0.04,
P3,K-Means,10,0.22518207132816315,1.1290346854448616,779.2413084996464,10,0.0,0.10606654417009409,0.20361704622296448,0.9035011998489363,100.0,-0.04950490966439247,0.09585075825452805,False,,0.06,
P3,Jerárquico (average),3,0.5516107678413391,1.252480864804681,469.50859458148966,3,0.0,-0.11362710895723696,0.00032799344765719213,0.41908128167914893,100.0,-0.0035833853762596846,0.09585075825452805,True,entropía de tamaños 0.419 < 0.5,0.24,
P3,Jerárquico (average),4,0.5392899513244629,1.1362591763643235,504.0391499421786,4,0.0,-0.1389592250880667,0.0003182535533546905,0.40393700534985816,100.0,-0.022958189249038696,0.09585075825452805,True,entropía de tamaños 0.404 < 0.5,0.27,
P3,Jerárquico (average),5,0.4484052360057831,1.0741712989224177,397.42020993091654,5,0.0,-0.1353070847769358,0.0002461045159165384,0.3590955137871541,100.0,-0.025863558053970337,0.09585075825452805,True,entropía de tamaños 0.359 < 0.5,0.33,
P3,Jerárquico (average),6,0.4485292136669159,1.0048089909557438,384.893942550399,6,0.0,-0.14617196470136634,0.0002065932614282604,0.35667772269837833,100.0,-0.022371962666511536,0.09585075825452805,True,entropía de tamaños 0.357 < 0.5,0.22,
P3,Jerárquico (average),7,0.399057537317276,1.0440753643118845,415.32327037180323,7,0.0,-0.14885825212158027,0.0003255075014786791,0.39634532248111987,100.0,-0.04431762173771858,0.09585075825452805,True,entropía de tamaños 0.396 < 0.5,0.27,
P3,Jerárquico (average),8,0.3929029405117035,1.0022109221423952,363.6889187702629,8,0.0,-0.14910187435224054,0.00032835807430963923,0.37457502038980384,100.0,-0.025857701897621155,0.09585075825452805,True,entropía de tamaños 0.375 < 0.5,0.25,
P3,Jerárquico (average),9,0.3906097710132599,0.9528496667063888,318.7029964997656,9,0.0,-0.14908454050166925,0.0003314538941403066,0.35527960333633674,100.0,-0.024579111486673355,0.09585075825452805,True,entropía de tamaños 0.355 < 0.5,0.25,
P3,Jerárquico (average),10,0.3268299698829651,0.9551689581512409,307.04116845007786,10,0.0,-0.12089836886537626,0.0012677424340937398,0.3747150094007591,100.0,-0.04950490966439247,0.09585075825452805,True,entropía de tamaños 0.375 < 0.5,0.28,
P3,K-Medoids (PAM),3,0.2712646722793579,1.7977258683366333,680.9403453045193,3,0.0,-0.037395748342146144,0.004424924522930593,0.9187061453573323,100.0,-0.0035833853762596846,0.09585075825452805,False,,0.14,FasterPAM
